#group,false,false,false,false,false,false,false,false,false
#datatype,double,double,double,double,double,double,double,double,dateTime:RFC3339
#default,,,,,,,,,
,aht_hum,aht_temp,dht11_hum,dht11_temp,dht22_hum,dht22_temp,sht_hum,sht_temp,time
,82.06,21.93,83,21.6,77.9,22.6,77.21,22.23,2025-07-22T07:11:14.860003174Z
,82.1,21.92,82.6,21.7,77.9,22.6,77.24,22.23,2025-07-22T07:12:21.447226814Z
,82.49,21.92,82.2,21.7,77.7,22.6,77.27,22.23,2025-07-22T07:13:14.436452316Z
,82.04,21.95,82,21.8,77.7,22.5,77.14,22.24,2025-07-22T07:14:14.554412405Z
,81.81,21.99,81.9,21.8,77.7,22.5,77.06,22.27,2025-07-22T07:15:14.461878388Z
,81.91,21.99,81.6,21.8,77.5,22.6,77.04,22.29,2025-07-22T07:16:14.575185114Z
,81.78,22.02,81.4,21.9,77.3,22.6,77.14,22.3,2025-07-22T07:17:14.694836403Z
,81.83,22.04,81.3,21.9,77.5,22.7,76.99,22.36,2025-07-22T07:18:14.816669727Z
,81.71,22.04,81.2,22,77.2,22.7,76.97,22.33,2025-07-22T07:19:14.499028533Z
,81.73,22.08,81.1,22,77.1,22.7,76.99,22.37,2025-07-22T07:20:28.027663043Z
,81.69,22.09,81,22,77.3,22.7,77.14,22.36,2025-07-22T07:21:27.034868631Z
,81.93,22.06,81,22,77.1,22.7,77.29,22.34,2025-07-22T07:22:20.073836023Z
,82.05,22.1,81.1,22,77.4,22.7,77.31,22.37,2025-07-22T07:23:18.528570668Z
,82.17,22.1,81.2,22,77.7,22.7,77.25,22.39,2025-07-22T07:24:14.531106556Z
,82.14,22.11,81.3,22,77.6,22.8,77.38,22.4,2025-07-22T07:25:14.532001739Z
,82.09,22.15,81.3,22,77.7,22.8,77.31,22.41,2025-07-22T07:26:19.041666243Z
,82.32,22.11,81.2,22.1,77.5,22.8,77.54,22.41,2025-07-22T07:27:21.917109152Z
,82.27,22.12,81.2,22.1,77.7,22.8,77.41,22.43,2025-07-22T07:28:19.042810617Z
,82.29,22.15,81.2,22.1,77.7,22.7,77.4,22.43,2025-07-22T07:29:17.847368864Z
,82.21,22.16,81.2,22.1,77.7,22.8,77.36,22.44,2025-07-22T07:30:17.053318721Z
,82.2,22.14,81.2,22.1,77.6,22.8,77.34,22.44,2025-07-22T07:31:14.578532019Z
,82.03,22.16,81.1,22.1,77.7,22.9,77.12,22.44,2025-07-22T07:32:14.486792211Z
,81.89,22.17,81,22.1,77.5,22.8,76.93,22.47,2025-07-22T07:33:14.389409374Z
,81.88,22.18,80.9,22.1,77.5,22.9,77.09,22.48,2025-07-22T07:34:14.692579734Z
,82.03,22.18,80.9,22.2,77.3,22.9,77.11,22.47,2025-07-22T07:35:14.501482795Z
,82.03,22.19,80.9,22.2,77.3,22.9,77.09,22.48,2025-07-22T07:36:16.639177425Z
,81.91,22.18,80.9,22.2,77.4,22.9,76.86,22.51,2025-07-22T07:37:14.54194647Z
,81.57,22.22,80.9,22.2,77,22.9,76.76,22.5,2025-07-22T07:38:14.512439435Z
,81.5,22.23,80.9,22.2,77,22.9,76.78,22.51,2025-07-22T07:39:14.520341997Z
,81.34,22.27,80.7,22.2,76.9,22.9,76.67,22.54,2025-07-22T07:40:14.56126329Z
,81.25,22.26,80.5,22.2,76.7,22.9,76.56,22.54,2025-07-22T07:41:17.343154245Z
,81.32,22.24,80.4,22.2,76.7,23,76.6,22.54,2025-07-22T07:42:23.083829389Z
,81.3,22.27,80.4,22.2,76.6,23,76.62,22.57,2025-07-22T07:43:14.548316083Z
,81.46,22.28,80.4,22.2,76.9,22.9,76.7,22.57,2025-07-22T07:44:14.549608878Z
,81.35,22.29,80.4,22.2,76.7,23,76.63,22.58,2025-07-22T07:45:14.463148215Z
,81.46,22.3,80.4,22.2,77,22.9,76.76,22.61,2025-07-22T07:46:14.469958218Z
,81.32,22.32,80.3,22.3,76.9,22.9,76.75,22.6,2025-07-22T07:47:14.47250622Z
,81.47,22.31,80.3,22.3,76.8,23,76.87,22.61,2025-07-22T07:48:14.583146558Z
,79.13,22.8,81.3,22.4,75.4,23.3,75.57,22.96,2025-07-22T08:11:30.162890026Z
,78.93,22.9,80.4,22.5,75.2,23.4,75.61,22.95,2025-07-22T08:12:30.050634463Z
,78.64,22.85,79.9,22.6,75.1,23.5,75.38,22.98,2025-07-22T08:13:30.191282992Z
,78.9,22.87,79.4,22.6,74.9,23.4,75.56,22.99,2025-07-22T08:14:30.119872433Z
,78.91,22.9,79.3,22.7,75.3,23.4,75.67,23.02,2025-07-22T08:15:30.175126308Z
,78.53,22.97,79.1,22.8,75,23.5,75.3,23.04,2025-07-22T08:16:30.239731771Z
,78.27,22.93,78.9,22.8,74.8,23.5,75.09,23.05,2025-07-22T08:17:35.384145742Z
,78.13,22.92,78.7,22.8,74.5,23.6,74.95,23.06,2025-07-22T08:18:29.840471595Z
,78.32,22.9,78.4,22.9,74.1,23.6,74.95,23.04,2025-07-22T08:19:30.114233901Z
,78.47,22.89,78.3,22.8,74.1,23.5,75.13,23.05,2025-07-22T08:20:30.280975907Z
,78.66,22.94,78.3,22.8,74.2,23.6,75.26,23.08,2025-07-22T08:21:29.965042906Z
,78.44,23.03,78.5,22.8,74.9,23.6,75.25,23.11,2025-07-22T08:22:30.000189469Z
,78.31,23,78.5,22.9,74.7,23.7,75.07,23.14,2025-07-22T08:23:30.237759218Z
,78.15,22.98,78.3,22.9,74.5,23.7,75,23.15,2025-07-22T08:24:29.982656107Z
,78.3,22.98,78.2,22.9,74.4,23.7,75.01,23.14,2025-07-22T08:25:30.199322626Z
,78.28,23.01,78.2,22.9,73.8,23.6,75,23.14,2025-07-22T08:26:30.037558038Z
,78.02,23.06,78.2,23,74.4,23.7,74.93,23.22,2025-07-22T08:27:32.881759421Z
,77.8,23.11,78.2,23,74.2,23.7,74.69,23.23,2025-07-22T08:28:30.098793426Z
,77.81,23.03,78.1,23.1,74.2,23.8,74.4,23.22,2025-07-22T08:29:30.190888059Z
,77.77,23.05,77.8,23,73.7,23.8,74.66,23.22,2025-07-22T08:30:36.378298268Z
,77.65,23.03,77.8,23,74.2,23.8,74.44,23.19,2025-07-22T08:31:30.099316986Z
,77.69,23.11,77.8,23,73.9,23.7,74.57,23.29,2025-07-22T08:32:30.092874699Z
,77.31,23.15,77.8,23,73.9,23.8,74.16,23.25,2025-07-22T08:33:29.944678755Z
,76.82,23.01,77.4,23.1,73.4,23.8,73.53,23.23,2025-07-22T08:34:30.115349099Z
,77.17,23.06,77,23,72.7,23.8,73.94,23.25,2025-07-22T08:35:29.982243583Z
,76.78,23.23,77.2,23,73.2,23.8,73.73,23.3,2025-07-22T08:36:30.275009324Z
,76.3,23.34,77.1,23,73.2,23.8,73.92,23.36,2025-07-22T08:37:29.986128049Z
,75.93,23.45,77.2,23.1,73.5,23.8,73.98,23.39,2025-07-22T08:38:30.12335264Z
,75.62,23.37,77,23.2,73.4,23.9,73.46,23.36,2025-07-22T08:39:29.881772869Z
,75.58,23.33,75.6,23.2,71.5,24.1,74.69,23.49,2025-07-22T08:43:31.569034408Z
,75.36,23.55,75.9,23.2,73.3,24,72.63,23.52,2025-07-22T08:44:52.687511324Z
,74.6,23.33,76,23.2,71.8,24,72.08,23.54,2025-07-22T08:45:31.475350231Z
,75.06,23.3,75.6,23.2,71.5,23.9,72.03,23.56,2025-07-22T08:46:31.467327865Z
,75.01,23.28,75.5,23.2,71.8,23.9,71.83,23.57,2025-07-22T08:47:31.592704035Z
,75.14,23.26,75.5,23.2,71.5,23.9,72,23.6,2025-07-22T08:48:31.71676583Z
,75.21,23.28,75.5,23.2,71.9,24,71.99,23.59,2025-07-22T08:49:31.388837708Z
,75.98,23.33,75.6,23.2,72,23.9,72.81,23.64,2025-07-22T08:50:34.084011317Z
,75.61,23.33,76.6,23.3,72.4,24,72.29,23.67,2025-07-22T08:51:31.403987552Z
,75.5,23.32,75.8,23.3,72.3,23.9,72.13,23.66,2025-07-22T08:52:31.510693262Z
,76.32,23.33,75.6,23.3,71.9,24,72.78,23.69,2025-07-22T08:53:31.412161908Z
,76.75,23.45,75.8,23.3,72.4,24,72.08,23.67,2025-07-22T08:54:31.427268202Z
,75.07,23.43,75.5,23.3,71.8,24.1,71.93,23.66,2025-07-22T08:55:31.463963007Z
,74.91,23.44,75.3,23.3,71.5,23.9,72,23.66,2025-07-22T08:56:34.812869077Z
,74.77,23.42,75.4,23.3,71.7,24,71.96,23.64,2025-07-22T08:57:32.591910171Z
,75.87,23.57,75.1,23.3,71.5,24,72.98,23.92,2025-07-22T08:58:31.374081387Z
,74.61,23.47,79.7,23.6,72,24.1,71.6,23.78,2025-07-22T08:59:31.613924406Z
,74.3,23.51,75.6,23.5,71.3,24.1,71.41,23.78,2025-07-22T09:00:31.379589852Z
,74.22,23.47,74.8,23.5,70.9,24.2,71.51,23.73,2025-07-22T09:01:31.370933347Z
,74.47,23.47,74.6,23.4,71.1,24.2,71.93,23.69,2025-07-22T09:02:31.588052957Z
,74.37,23.42,74.6,23.4,71.2,24.1,71.47,23.67,2025-07-22T09:03:31.38407413Z
,74.71,23.4,74.5,23.3,71.2,24,71.7,23.64,2025-07-22T09:04:31.413877178Z
,74.51,23.44,74.9,23.3,71.4,24,71.7,23.64,2025-07-22T09:05:31.615723992Z
,74.59,23.41,74.9,23.3,71.7,24,71.68,23.67,2025-07-22T09:06:31.527005624Z
,75.02,23.44,74.9,23.3,71.4,24,72.26,23.67,2025-07-22T09:07:31.411996607Z
,74.59,23.45,74.9,23.4,70.9,24.2,71.57,23.69,2025-07-22T09:11:09.15199229Z
,74.3,23.45,74.8,23.3,71.1,24.1,71.52,23.67,2025-07-22T09:12:06.2593452Z
,74.28,23.47,74.7,23.3,71.2,24.1,71.56,23.67,2025-07-22T09:13:06.265289637Z
,74.42,23.4,74.8,23.3,71.1,24,71.62,23.64,2025-07-22T09:14:06.277290431Z
,74.65,23.39,74.6,23.3,71.6,24,71.69,23.64,2025-07-22T09:15:06.282750315Z
,74.79,23.38,74.8,23.3,71.5,23.9,71.89,23.66,2025-07-22T09:16:09.25333553Z
,75.28,23.36,75.2,23.2,72,23.9,71.94,23.62,2025-07-22T09:17:06.607819321Z
,74.82,23.29,75.3,23.2,72.3,23.8,71.87,23.56,2025-07-22T09:18:06.207207854Z
,75.08,23.27,75.2,23.2,72.1,23.8,72.05,23.53,2025-07-22T09:19:06.223502795Z
,75.38,23.19,75.4,23.1,72.3,23.6,72.14,23.52,2025-07-22T09:20:06.339680082Z
,75.37,23.28,75.5,23.1,72.6,23.7,72.16,23.52,2025-07-22T09:21:06.23741555Z
,75.26,23.29,75.6,23.1,72.9,23.7,72.18,23.5,2025-07-22T09:22:06.339758906Z
,75.92,23.32,75.7,23.1,72.6,23.7,72.71,23.57,2025-07-22T09:23:06.233163875Z
,75.57,23.34,76.3,23.1,73.3,23.7,72.4,23.56,2025-07-22T09:24:06.3465717Z
,75.31,23.33,76,23.1,72.9,23.8,72.17,23.59,2025-07-22T09:25:06.244272026Z
,75.57,23.28,75.8,23.2,72.3,23.9,72.38,23.57,2025-07-22T09:26:06.35627575Z
,75.44,23.31,75.7,23.2,72.9,23.8,72.22,23.57,2025-07-22T09:27:06.659880099Z
,75.55,23.27,75.7,23.2,72.6,23.7,72.4,23.57,2025-07-22T09:28:06.483113194Z
,75.56,23.27,75.7,23.2,72.5,23.9,72.31,23.56,2025-07-22T09:29:06.280680924Z
,75.71,23.3,75.9,23.1,72.5,23.8,72.4,23.59,2025-07-22T09:30:06.484103225Z
,75.67,23.31,75.9,23.2,72.5,23.8,72.48,23.57,2025-07-22T09:31:06.317701332Z
,76.22,23.4,75.9,23.2,72.5,24,72.72,23.63,2025-07-22T09:32:06.22579738Z
,75.6,23.4,76.1,23.3,72.9,23.9,72.27,23.62,2025-07-22T09:33:06.20263702Z
,75.53,23.36,75.8,23.3,72.1,23.9,72.36,23.62,2025-07-22T09:34:06.528870348Z
,75.41,23.39,75.7,23.3,72.3,24,72.35,23.64,2025-07-22T09:35:06.221310859Z
,75.4,23.35,75.6,23.3,72.3,23.9,72.3,23.63,2025-07-22T09:36:06.341490695Z
,75.61,23.35,75.5,23.3,72.3,24,72.29,23.62,2025-07-22T09:37:06.236987105Z
,75.7,23.32,75.5,23.3,72.4,23.9,72.36,23.62,2025-07-22T09:38:09.308958874Z
,75.68,23.33,75.7,23.2,72.6,23.8,72.41,23.6,2025-07-22T09:39:06.34174368Z
,76.01,23.34,75.9,23.2,72.7,23.8,72.79,23.6,2025-07-22T09:40:06.267967343Z
,75.54,23.28,75.9,23.2,73.2,23.8,72.25,23.57,2025-07-22T09:41:06.251555423Z
,75.6,23.33,75.9,23.2,72.6,23.8,72.34,23.62,2025-07-22T09:42:06.151334164Z
,75.58,23.41,75.9,23.2,72.7,23.8,72.18,23.7,2025-07-22T09:43:06.264641212Z
,75.22,23.44,75.8,23.3,72.4,23.8,72.06,23.69,2025-07-22T09:44:06.274705756Z
,75.03,23.45,75.6,23.3,72.1,23.9,72.03,23.73,2025-07-22T09:45:06.296933044Z
,75.34,23.44,75.5,23.3,71.9,24,72.35,23.73,2025-07-22T09:46:06.298879775Z
,75.12,23.43,75.5,23.3,72.2,24,72.08,23.69,2025-07-22T09:47:06.299584779Z
,75.22,23.41,75.3,23.3,72.2,24,72.16,23.69,2025-07-22T09:48:06.315029625Z
,75.28,23.47,75.5,23.3,72.1,24,72.22,23.71,2025-07-22T09:49:06.309197512Z
,75.27,23.53,75.5,23.3,72,24,72.31,23.76,2025-07-22T09:50:06.311588141Z
,74.84,23.57,75.6,23.4,72.2,24,72.06,23.76,2025-07-22T09:51:06.430718888Z
,74.56,23.6,75.4,23.4,71.9,24.1,71.75,23.77,2025-07-22T09:52:06.223257179Z
,74.62,23.58,75.1,23.5,71.6,24.1,71.92,23.81,2025-07-22T09:53:06.44190767Z
,74.52,23.63,75,23.5,71.5,24.2,71.76,23.83,2025-07-22T09:54:06.249756592Z
,74.31,23.62,74.9,23.5,71.4,24.2,71.67,23.83,2025-07-22T09:55:08.315305721Z
,74.32,23.65,74.8,23.5,71.1,24.2,71.64,23.86,2025-07-22T09:56:10.325944954Z
,74.33,23.72,74.7,23.6,71.2,24.3,71.71,23.87,2025-07-22T09:57:06.260982911Z
,74.24,23.71,74.7,23.6,71.3,24.3,71.85,23.9,2025-07-22T09:58:06.367954587Z
,74.24,23.72,74.7,23.6,71.3,24.3,71.69,23.88,2025-07-22T09:59:06.700099801Z
,74.44,23.73,74.7,23.6,71.1,24.3,72.13,23.92,2025-07-22T10:00:06.385972223Z
,73.86,23.75,74.8,23.7,71.4,24.3,71.13,23.94,2025-07-22T10:01:06.517074665Z
,73.6,23.76,74.3,23.7,70.4,24.4,70.97,23.96,2025-07-22T10:02:06.204466735Z
,73.52,23.74,74.1,23.7,70.4,24.3,70.93,23.96,2025-07-22T10:03:09.291469911Z
,73.53,23.73,73.9,23.7,70.4,24.4,70.88,23.96,2025-07-22T10:04:06.252588944Z
,73.56,23.72,73.8,23.7,70.3,24.4,70.91,23.96,2025-07-22T10:05:06.735375967Z
,73.31,23.76,73.9,23.6,70.4,24.3,70.84,23.96,2025-07-22T10:06:06.249404777Z
,73.35,23.75,73.9,23.6,70.5,24.4,70.77,23.97,2025-07-22T10:07:06.534934522Z
,73.17,23.74,73.7,23.6,70.2,24.3,70.77,23.96,2025-07-22T10:08:06.262384532Z
,73.28,23.82,73.7,23.6,70.3,24.4,71.05,24,2025-07-22T10:09:06.381133454Z
,72.92,23.85,73.8,23.7,70.8,24.4,70.46,24.03,2025-07-22T10:10:06.362965839Z
,72.73,23.85,73.6,23.7,69.8,24.4,70.47,24.05,2025-07-22T10:11:06.355119387Z
,72.65,23.86,73.3,23.8,69.9,24.4,70.29,24.04,2025-07-22T10:12:06.469748412Z
,72.74,23.8,73.2,23.7,69.8,24.4,70.3,24.07,2025-07-22T10:13:06.369422465Z
,72.67,23.83,73.2,23.7,69.8,24.4,70.27,24.05,2025-07-22T10:14:06.287966459Z
,72.69,23.84,73.2,23.7,69.7,24.4,70.28,24.04,2025-07-22T10:15:06.321483314Z
,72.55,23.83,73.2,23.7,69.8,24.3,70.13,24.07,2025-07-22T10:16:06.298448932Z
,72.64,23.87,73.1,23.7,69.6,24.4,69.83,24.17,2025-07-22T10:17:06.303767066Z
,72.13,23.91,73.7,23.8,69.5,24.4,69.67,24.1,2025-07-22T10:18:06.229424381Z
,72.08,23.93,72.9,23.7,69.5,24.4,69.83,24.11,2025-07-22T10:19:06.312466303Z
,72.06,23.93,72.7,23.8,69.8,24.4,69.87,24.14,2025-07-22T10:20:06.416464788Z
,72.08,23.99,72.7,23.9,69.4,24.4,68.93,24.87,2025-07-22T10:21:06.341123856Z
,70.33,24.3,72.6,23.9,66.8,25.4,64.06,26.15,2025-07-22T10:22:06.245362712Z
,69.1,24.41,69.5,25,59.9,27.4,63.53,25.84,2025-07-22T10:23:06.235412741Z
,69.28,24.37,65.5,25.8,59.1,27.5,64.6,25.43,2025-07-22T10:24:06.544929671Z
,68.84,24.27,65.7,25.4,60.5,26.7,64.95,25.14,2025-07-22T10:25:06.277178468Z
,69.08,24.19,66.2,25,61.4,26.2,65.6,24.93,2025-07-22T10:26:06.251281013Z
,68.71,24.2,67,24.7,62.8,25.8,65.59,24.79,2025-07-22T10:27:06.318246212Z
,68.32,24.17,67.4,24.6,63.4,25.6,65.51,24.73,2025-07-22T10:28:06.377611027Z
,68.19,24.2,67.7,24.4,63.6,25.3,65.33,24.72,2025-07-22T10:29:06.437709942Z
,68.02,24.22,67.8,24.3,64,25.1,65.66,24.69,2025-07-22T10:30:09.067806731Z
,68,24.27,67.9,24.3,64.4,25.1,65.91,24.66,2025-07-22T10:31:06.604862078Z
,67.9,24.23,68,24.3,64.8,25.1,65.76,24.62,2025-07-22T10:32:06.396648505Z
,68.05,24.22,67.9,24.3,64.9,25,65.96,24.62,2025-07-22T10:33:06.33285501Z
,67.67,24.25,68.2,24.2,65,24.9,65.62,24.62,2025-07-22T10:34:06.446611438Z
,66.96,24.25,68.1,24.2,64.7,24.9,65.38,24.58,2025-07-22T10:35:06.214977524Z
,66.97,24.2,67.6,24.2,64.4,24.9,65.12,24.54,2025-07-22T10:36:06.231218798Z
,66.92,24.26,67.4,24.1,64.1,24.9,65.29,24.55,2025-07-22T10:37:06.248264877Z
,66.91,24.23,67.5,24.2,64.5,24.9,65.3,24.49,2025-07-22T10:38:06.353311091Z
,66.78,24.19,67.4,24.2,64.5,24.9,65.12,24.51,2025-07-22T10:39:06.463926606Z
,66.54,24.18,67.3,24.1,64.5,24.7,64.99,24.49,2025-07-22T10:40:06.529969516Z
,66.81,24.17,67.1,24.1,64.4,24.7,65.31,24.45,2025-07-22T10:41:06.267776725Z
,66.74,24.16,67.5,24,64.6,24.7,64.98,24.45,2025-07-22T10:42:06.275647175Z
,66.93,24.13,67.3,24,64.5,24.7,65.28,24.39,2025-07-22T10:43:06.476422366Z
,67.13,24.18,67.4,24,64.7,24.7,65.33,24.44,2025-07-22T10:44:06.278162636Z
,66.57,24.22,67.7,24,64.7,24.6,65.09,24.45,2025-07-22T10:45:06.299439983Z
,66.27,24.2,67.5,24,64.4,24.6,64.86,24.44,2025-07-22T10:46:06.296210703Z
,66.28,24.23,67.2,24,64.2,24.6,64.95,24.45,2025-07-22T10:47:06.352185784Z
,66.1,24.26,67.2,24,64.4,24.7,64.9,24.49,2025-07-22T10:48:07.33238518Z
,65.93,24.28,67.1,24.1,64.4,24.7,64.47,24.49,2025-07-22T10:49:06.420721375Z
,65.88,24.32,66.8,24.1,63.8,24.8,64.63,24.54,2025-07-22T10:50:06.236451078Z
,65.63,24.29,66.7,24.1,63.8,24.7,64.47,24.52,2025-07-22T10:51:06.183488535Z
,65.73,24.32,66.4,24.1,63.7,24.7,64.48,24.52,2025-07-22T10:52:06.555120904Z
,65.46,24.35,66.4,24.2,63.7,24.8,64.42,24.55,2025-07-22T10:53:06.24427925Z
,65.02,24.38,66.4,24.2,63.5,24.8,64.02,24.55,2025-07-22T10:54:06.247547387Z
,65.16,24.39,66.1,24.2,63.1,24.9,64.17,24.59,2025-07-22T10:55:06.570324153Z
,64.79,24.46,66.1,24.2,63.3,24.9,63.81,24.61,2025-07-22T10:56:06.37604647Z
,64.57,24.47,65.7,24.3,63,25,63.67,24.61,2025-07-22T10:57:06.27392571Z
,64.31,24.47,65.5,24.3,62.8,25,63.56,24.64,2025-07-22T10:58:06.17537632Z
,63.61,24.46,65.3,24.3,62.4,24.9,62.53,24.66,2025-07-22T10:59:06.298839893Z
,63.31,24.44,64.5,24.3,61.4,25,62.65,24.66,2025-07-22T11:00:06.288351456Z
,63.29,24.48,64.2,24.3,61.6,25,62.69,24.65,2025-07-22T11:01:06.297665455Z
,63.8,24.53,64.4,24.3,61.6,25,62.9,24.65,2025-07-22T11:02:06.32508557Z
,65,24.53,64.6,24.3,61.8,25,64.01,24.68,2025-07-22T11:03:06.205858071Z
,64.69,24.48,65.2,24.3,62.6,25.1,63.39,24.68,2025-07-22T11:04:06.426663895Z
,64.59,24.49,65.1,24.4,62.2,25,63.55,24.69,2025-07-22T11:05:08.160030676Z
,64.41,24.48,65,24.4,62.3,25.1,63.42,24.75,2025-07-22T11:06:06.330737219Z
,65.04,24.54,65,24.4,62.6,25.1,64.77,24.83,2025-07-22T11:07:09.818050285Z
,65.06,24.66,65.4,24.4,63,25.1,63.27,24.96,2025-07-22T11:08:06.654645421Z
,64.3,24.74,65.2,24.6,61.8,25.2,62.68,25.07,2025-07-22T11:09:06.255028765Z
,65.65,24.95,64.6,24.6,61.6,25.3,63.42,25.2,2025-07-22T11:10:06.380353241Z
,60.1,25.14,66.2,24.7,62.3,25.3,60.33,25.34,2025-07-22T11:11:06.39378959Z
,59.01,25.18,63,24.8,60.3,25.3,59.83,25.37,2025-07-22T11:12:06.273811966Z
,55.39,26.94,60.1,26.3,57.5,27.1,55.18,27.41,2025-07-22T11:49:11.921786798Z
,55.63,26.96,56.3,27,53.3,27.8,55.04,27.41,2025-07-22T11:50:12.014784959Z
,55.4,26.96,56.3,27.1,53.3,27.9,55.05,27.41,2025-07-22T11:51:12.221342874Z
,55.53,26.98,56.1,27.1,53.3,27.9,55.04,27.44,2025-07-22T11:52:11.81786402Z
,56.6,27.05,56.3,27.1,53.5,27.9,56.81,27.49,2025-07-22T11:53:12.132557246Z
,55.67,27.13,57.1,27.1,55.9,27.9,55.45,27.54,2025-07-22T11:54:12.038927367Z
,54.39,27.2,56.4,27.2,52.7,28.2,54.32,27.65,2025-07-22T11:57:32.854977781Z
,54.28,27.31,55.6,27.3,52.8,28.1,54.28,27.72,2025-07-22T12:03:39.746078938Z
,54.22,27.34,55.6,27.3,53,28.1,53.81,27.7,2025-07-22T12:04:32.589084028Z
,54.34,27.37,55.8,27.3,53.3,28,54.54,27.7,2025-07-22T12:21:32.699980647Z
,54.45,27.32,55.6,27.3,53.1,28,54.55,27.69,2025-07-22T12:22:32.605374802Z
,54.67,27.3,55.6,27.3,52.9,28,54.8,27.68,2025-07-22T12:23:32.611412419Z
,54.75,27.29,55.8,27.3,53.2,28,54.64,27.66,2025-07-22T12:24:32.823468902Z
,54.97,27.28,55.8,27.3,53.3,28,54.9,27.65,2025-07-22T12:25:32.524100603Z
,54.85,27.28,56,27.2,53.7,28,54.77,27.65,2025-07-22T12:26:32.630865268Z
,54.97,27.32,56,27.2,53.6,27.9,54.94,27.68,2025-07-22T12:27:32.652329883Z
,55.03,27.38,56.1,27.2,54,28,54.99,27.7,2025-07-22T12:28:32.985945043Z
,54.95,27.35,56.2,27.3,53.8,28,55.02,27.7,2025-07-22T12:29:32.653332006Z
